Sub,Subject,Location,Country,Year,Unit Code,Unit,Power Code,Power Code,Value,Power Code
PISA_T1K,Mean scores on the reading scale in PISA 2012: women,ESP,Spain,2012,AVSCORE,Average score,0,Units,502.51082,0
TEACHERS_T1C,Teachersâ€™salary after 10 years of experience,ESP,Spain,2013,USD,US Dollar,0,Units,39467.808,0
DOCTOR_G3, Medical graduates,ESP,Spain,2011,100000HAB,Per 100 000 inhabitants,0,Units,8.98,0
DOCTOR_G3, Medical graduates,ESP,Spain,2012,100000HAB,Per 100 000 inhabitants,0,Units,9.53,0
DOCTOR_G3, Medical graduates,ESP,Spain,2013,100000HAB,Per 100 000 inhabitants,0,Units,10.23,0
DOCTOR_G3, Medical graduates,ESP,Spain,2014,100000HAB,Per 100 000 inhabitants,0,Units,11.99,0
DOCTOR_G3, Medical graduates,ESP,Spain,2015,100000HAB,Per 100 000 inhabitants,0,Units,13.03,0
NURSE_G3, Nursing graduates,ESP,Spain,2011,100000HAB,Per 100 000 inhabitants,0,Units,24.93,0
NURSE_G3, Nursing graduates,ESP,Spain,2012,100000HAB,Per 100 000 inhabitants,0,Units,17.52,0
NURSE_G3, Nursing graduates,ESP,Spain,2013,100000HAB,Per 100 000 inhabitants,0,Units,18.84,0
NURSE_G3, Nursing graduates,ESP,Spain,2014,100000HAB,Per 100 000 inhabitants,0,Units,25.17,0
NURSE_G3, Nursing graduates,ESP,Spain,2015,100000HAB,Per 100 000 inhabitants,0,Units,23.18,0
EDUTEREXPND_T1C,Annual expenditure per student in all tertiary education,ESP,Spain,2012,USD,US Dollar,0,Units,12355.747,0
AGEDPOPGEO_G3A,Elderly dependency rate in urban regions,ESP,Spain,2014,PC,Percentage,0,Units,25.7,0
AGEDPOPGEO_G3B,Elderly dependency rate,ESP,Spain,2014,PC,Percentage,0,Units,27.2,0
AGEDPOPGEO_G3C,Elderly dependency rate in rural regions,ESP,Spain,2014,PC,Percentage,0,Units,31.3,0
TERTIARY_T1C,Population aged 25-34 in upper secondary or post-secondary non-tertiary,ESP,Spain,2014,PC,Percentage,0,Units,41.477402000000005,0
TERTIARY_T1D,Population aged 25-64 below upper secondary,ESP,Spain,2014,PC,Percentage,0,Units,43.382374,0
EDUTEREXPND_T1D,Annual expenditure per student in all tertiary education excluding R&D activities,ESP,Spain,2012,USD,US Dollar,0,Units,8983.4998,0
TEACHERS_T1D,Teachersâ€™salary after 15 years of experience,ESP,Spain,2013,USD,US Dollar,0,Units,42186.73,0
PISA_T1L,Standard error on the reading scale in PISA 2012: women,ESP,Spain,2012,SE,Standard-error,0,Units,1.9203694,0
PISA_T1A,Mean scores on the science scale in PISA 2012: men,ESP,Spain,2012,AVSCORE,Average score,0,Units,500.1193,0
TEACHERS_T1E,Teachersâ€™salary at top of scale,ESP,Spain,2013,USD,US Dollar,0,Units,51265.329000000005,0
EDUTEREXPND_T1E,Change in expenditure in tertiary education,ESP,Spain,2012,IDX,Index,0,Units,116.86308000000001,0
TERTIARY_T1E,Population aged 25-64 below upper secondary,ESP,Spain,2014,PC,Percentage,0,Units,21.93885,0
TERTIARY_T1F,Population aged 25-64 in upper secondary or post-secondary non-tertiary,ESP,Spain,2014,PC,Percentage,0,Units,34.678776,0
EDUTEREXPND_T1F,Change in the number of students in tertiary education,ESP,Spain,2012,IDX,Index,0,Units,117.47843,0
PISA_T1B,Standard error on the science scale in PISA 2012: men,ESP,Spain,2012,SE,Standard-error,0,Units,2.2690088,0
PISA_T1C,Mean scores on the science scale in PISA 2012: women,ESP,Spain,2012,AVSCORE,Average score,0,Units,492.65832,0
NETMIGR_T1G,Permanent inflows by category of entry: total,ESP,Spain,2011,PER,Persons,3,Thousands,273230.96,3
NETMIGR_T1G,Permanent inflows by category of entry: total,ESP,Spain,2012,PER,Persons,3,Thousands,196326.77,3
NETMIGR_T1G,Permanent inflows by category of entry: total,ESP,Spain,2013,PER,Persons,3,Thousands,180395.88,3
NETMIGR_T1G,Permanent inflows by category of entry: total,ESP,Spain,2014,PER,Persons,3,Thousands,183564.98,3
NETMIGR_T1G,Permanent inflows by category of entry: total,ESP,Spain,2015,PER,Persons,3,Thousands,194886.89,3
EXEDULV_T1H,Public expenditure per student in primary; secondary and post-secondary non-tertiary education as a percentage of total expenditures,ESP,Spain,2012,PC,Percentage,0,Units,88.677142,0
PISA_T1D,Standard error on the science scale in PISA 2012: women,ESP,Spain,2012,SE,Standard-error,0,Units,1.9145252000000001,0
PISA_T1E,Mean scores on the mathematics scale in PISA 2012: men,ESP,Spain,2012,AVSCORE,Average score,0,Units,492.42239000000006,0
PISA_T1F,Standard error on the mathematics scale in PISA 2012: men,ESP,Spain,2012,SE,Standard-error,0,Units,2.4216587000000005,0
EVOPOP_T1,Population levels,ESP,Spain,2011,HAB,Inhabitants,3,Thousands,46736.26,3
EVOPOP_T1,Population levels,ESP,Spain,2012,HAB,Inhabitants,3,Thousands,46766.4,3
EVOPOP_T1,Population levels,ESP,Spain,2013,HAB,Inhabitants,3,Thousands,46593.23,3
EVOPOP_T1,Population levels,ESP,Spain,2014,HAB,Inhabitants,3,Thousands,46464.05,3
PISA_T1H,Standard error on the mathematics scale in PISA 2012: women,ESP,Spain,2012,AVSCORE,Average score,0,Units,1.9704534,0
MIGFORPOP_T1A,Foreign-born population,ESP,Spain,2011,PC,Percentage,0,Units,14.417,0
MIGFORPOP_T1A,Foreign-born population,ESP,Spain,2012,PC,Percentage,0,Units,14.152000000000001,0
MIGFORPOP_T1A,Foreign-born population,ESP,Spain,2013,PC,Percentage,0,Units,13.439,0
MIGFORPOP_T1B,Foreign population,ESP,Spain,2011,PC,Percentage,0,Units,12.274000000000001,0
MIGFORPOP_T1B,Foreign population,ESP,Spain,2012,PC,Percentage,0,Units,11.859000000000002,0
MIGFORPOP_T1B,Foreign population,ESP,Spain,2013,PC,Percentage,0,Units,10.728,0
MIGFORPOP_T1C,Foreign-born nationals,ESP,Spain,2011,PC,Percentage,0,Units,22.139110000000002,0
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,ESP,Spain,2011,PER,Persons,3,Thousands,0.0,3
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,ESP,Spain,2012,PER,Persons,3,Thousands,0.0,3
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,ESP,Spain,2013,PER,Persons,3,Thousands,0.0,3
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,ESP,Spain,2014,PER,Persons,3,Thousands,0.0,3
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,ESP,Spain,2015,PER,Persons,3,Thousands,0.0,3
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,ESP,Spain,2011,PER,Persons,3,Thousands,967.0,3
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,ESP,Spain,2012,PER,Persons,3,Thousands,520.0,3
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,ESP,Spain,2013,PER,Persons,3,Thousands,528.0,3
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,ESP,Spain,2014,PER,Persons,3,Thousands,1583.0,3
NETMIGR_T1E,Permanent inflows by category of entry: humanitarian,ESP,Spain,2015,PER,Persons,3,Thousands,1020.0,3
NETMIGR_T1D,Permanent inflows by category of entry: family,ESP,Spain,2011,PER,Persons,3,Thousands,58784.393,3
NETMIGR_T1D,Permanent inflows by category of entry: family,ESP,Spain,2012,PER,Persons,3,Thousands,39847.22,3
NETMIGR_T1D,Permanent inflows by category of entry: family,ESP,Spain,2013,PER,Persons,3,Thousands,41249.443999999996,3
NETMIGR_T1D,Permanent inflows by category of entry: family,ESP,Spain,2014,PER,Persons,3,Thousands,38927.474,3
NETMIGR_T1D,Permanent inflows by category of entry: family,ESP,Spain,2015,PER,Persons,3,Thousands,39478.104,3
NETMIGR_T1B,Permanent inflows by category of entry: free movements,ESP,Spain,2011,PER,Persons,3,Thousands,131109.57,3
NETMIGR_T1B,Permanent inflows by category of entry: free movements,ESP,Spain,2012,PER,Persons,3,Thousands,102573.55,3
NETMIGR_T1B,Permanent inflows by category of entry: free movements,ESP,Spain,2013,PER,Persons,3,Thousands,92507.43800000001,3
NETMIGR_T1B,Permanent inflows by category of entry: free movements,ESP,Spain,2014,PER,Persons,3,Thousands,102107.51,3
NETMIGR_T1B,Permanent inflows by category of entry: free movements,ESP,Spain,2015,PER,Persons,3,Thousands,108125.79,3
NETMIGR_T1A,Permanent inflows by category of entry: work,ESP,Spain,2011,PER,Persons,3,Thousands,75891.0,3
NETMIGR_T1A,Permanent inflows by category of entry: work,ESP,Spain,2012,PER,Persons,3,Thousands,47464.0,3
NETMIGR_T1A,Permanent inflows by category of entry: work,ESP,Spain,2013,PER,Persons,3,Thousands,37350.0,3
NETMIGR_T1A,Permanent inflows by category of entry: work,ESP,Spain,2014,PER,Persons,3,Thousands,31616.0,3
NETMIGR_T1A,Permanent inflows by category of entry: work,ESP,Spain,2015,PER,Persons,3,Thousands,33568.0,3
NETMIGR_T1F,Permanent inflows by category of entry: Other,ESP,Spain,2011,PER,Persons,3,Thousands,6479.0,3
NETMIGR_T1F,Permanent inflows by category of entry: Other,ESP,Spain,2012,PER,Persons,3,Thousands,5922.0,3
NETMIGR_T1F,Permanent inflows by category of entry: Other,ESP,Spain,2013,PER,Persons,3,Thousands,8761.0,3
NETMIGR_T1F,Permanent inflows by category of entry: Other,ESP,Spain,2014,PER,Persons,3,Thousands,9331.0,3
NETMIGR_T1F,Permanent inflows by category of entry: Other,ESP,Spain,2015,PER,Persons,3,Thousands,12695.0,3
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,ESP,Spain,2011,PC,Percentage,0,Units,51.6,0
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,ESP,Spain,2012,PC,Percentage,0,Units,49.4,0
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,ESP,Spain,2013,PC,Percentage,0,Units,47.4,0
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,ESP,Spain,2014,PC,Percentage,0,Units,49.3,0
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,ESP,Spain,2015,PC,Percentage,0,Units,51.4,0
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,ESP,Spain,2011,PC,Percentage,0,Units,80.1,0
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,ESP,Spain,2012,PC,Percentage,0,Units,78.5,0
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,ESP,Spain,2013,PC,Percentage,0,Units,77.5,0
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,ESP,Spain,2014,PC,Percentage,0,Units,78.7,0
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,ESP,Spain,2015,PC,Percentage,0,Units,80.0,0
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,ESP,Spain,2011,PC,Percentage,0,Units,64.6,0
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,ESP,Spain,2012,PC,Percentage,0,Units,62.9,0
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,ESP,Spain,2013,PC,Percentage,0,Units,62.0,0
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,ESP,Spain,2014,PC,Percentage,0,Units,63.5,0
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,ESP,Spain,2015,PC,Percentage,0,Units,65.4,0
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,ESP,Spain,2011,PC,Percentage,0,Units,52.7,0
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,ESP,Spain,2012,PC,Percentage,0,Units,46.3,0
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,ESP,Spain,2013,PC,Percentage,0,Units,51.9,0
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,ESP,Spain,2014,PC,Percentage,0,Units,49.8,0
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,ESP,Spain,2015,PC,Percentage,0,Units,52.5,0
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,ESP,Spain,2011,PC,Percentage,0,Units,68.1,0
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,ESP,Spain,2012,PC,Percentage,0,Units,66.0,0
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,ESP,Spain,2013,PC,Percentage,0,Units,67.0,0
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,ESP,Spain,2014,PC,Percentage,0,Units,66.8,0
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,ESP,Spain,2015,PC,Percentage,0,Units,68.1,0
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,ESP,Spain,2011,PC,Percentage,0,Units,60.2,0
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,ESP,Spain,2012,PC,Percentage,0,Units,55.8,0
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,ESP,Spain,2013,PC,Percentage,0,Units,57.4,0
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,ESP,Spain,2014,PC,Percentage,0,Units,57.9,0
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,ESP,Spain,2015,PC,Percentage,0,Units,60.3,0
MIGUNEMP_T1A,Unemployment rates of native-born populations: Men,ESP,Spain,2012,PC,Percentage,0,Units,22.388,0
MIGUNEMP_T1A,Unemployment rates of native-born populations: Men,ESP,Spain,2014,PC,Percentage,0,Units,21.8,0
MIGUNEMP_T1B,Unemployment rates of foreign-born populations: Men,ESP,Spain,2012,PC,Percentage,0,Units,36.485,0
MIGUNEMP_T1B,Unemployment rates of foreign-born populations: Men,ESP,Spain,2014,PC,Percentage,0,Units,34.0,0
MIGUNEMP_T1C,Unemployment rates of native-born populations: Women,ESP,Spain,2012,PC,Percentage,0,Units,23.763,0
MIGUNEMP_T1C,Unemployment rates of native-born populations: Women,ESP,Spain,2014,PC,Percentage,0,Units,24.1,0
MIGUNEMP_T1D,Unemployment rates of foreign-born populations: Women,ESP,Spain,2012,PC,Percentage,0,Units,32.755,0
MIGUNEMP_T1D,Unemployment rates of foreign-born populations: Women,ESP,Spain,2014,PC,Percentage,0,Units,32.6,0
MIGUNEMP_T1E,Unemployment rates of native-born populations: Total,ESP,Spain,2012,PC,Percentage,0,Units,22.927,0
MIGUNEMP_T1E,Unemployment rates of native-born populations: Total,ESP,Spain,2014,PC,Percentage,0,Units,22.8,0
MIGUNEMP_T1F,Unemployment rates of foreign-born populations: Total,ESP,Spain,2012,PC,Percentage,0,Units,35.425,0
MIGUNEMP_T1F,Unemployment rates of foreign-born populations: Total,ESP,Spain,2014,PC,Percentage,0,Units,33.3,0
EVOGDP_T1,Real GDP growth,ESP,Spain,2011,GRWH,Growth rate,0,Units,-0.99876496,0
EVOGDP_T1,Real GDP growth,ESP,Spain,2012,GRWH,Growth rate,0,Units,-2.9277505,0
EVOGDP_T1,Real GDP growth,ESP,Spain,2013,GRWH,Growth rate,0,Units,-1.705705,0
EVOGDP_T1,Real GDP growth,ESP,Spain,2014,GRWH,Growth rate,0,Units,1.3799972,0
EVOGDP_T1,Real GDP growth,ESP,Spain,2015,GRWH,Growth rate,0,Units,3.6446802000000003,0
INVRATES_T1,Gross fixed capital formation,ESP,Spain,2011,GRWH,Growth rate,0,Units,-6.937711999999999,0
INVRATES_T1,Gross fixed capital formation,ESP,Spain,2012,GRWH,Growth rate,0,Units,-8.609357000000001,0
INVRATES_T1,Gross fixed capital formation,ESP,Spain,2013,GRWH,Growth rate,0,Units,-3.446289,0
INVRATES_T1,Gross fixed capital formation,ESP,Spain,2014,GRWH,Growth rate,0,Units,4.6883099999999995,0
INVRATES_T1,Gross fixed capital formation,ESP,Spain,2015,GRWH,Growth rate,0,Units,6.6694070000000005,0
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,ESP,Spain,2011,PC,Percentage,0,Units,2.4795917000000003,0
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,ESP,Spain,2012,PC,Percentage,0,Units,2.5177517999999997,0
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,ESP,Spain,2013,PC,Percentage,0,Units,2.7520906000000003,0
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,ESP,Spain,2014,PC,Percentage,0,Units,2.6745159,0
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,ESP,Spain,2015,PC,Percentage,0,Units,2.868423,0
VALADDAC_T1B,Value added in industry; including energy,ESP,Spain,2011,PC,Percentage,0,Units,17.450059,0
VALADDAC_T1B,Value added in industry; including energy,ESP,Spain,2012,PC,Percentage,0,Units,17.355391,0
VALADDAC_T1B,Value added in industry; including energy,ESP,Spain,2013,PC,Percentage,0,Units,17.522573,0
VALADDAC_T1B,Value added in industry; including energy,ESP,Spain,2014,PC,Percentage,0,Units,17.560537,0
VALADDAC_T1B,Value added in industry; including energy,ESP,Spain,2015,PC,Percentage,0,Units,17.575169,0
VALADDAC_T1C,Value added in construction,ESP,Spain,2011,PC,Percentage,0,Units,7.5208149,0
VALADDAC_T1C,Value added in construction,ESP,Spain,2012,PC,Percentage,0,Units,6.658483500000001,0
VALADDAC_T1C,Value added in construction,ESP,Spain,2013,PC,Percentage,0,Units,5.7660408,0
VALADDAC_T1C,Value added in construction,ESP,Spain,2014,PC,Percentage,0,Units,5.6251654,0
VALADDAC_T1C,Value added in construction,ESP,Spain,2015,PC,Percentage,0,Units,5.6966825,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2011,PC,Percentage,0,Units,22.913782,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2012,PC,Percentage,0,Units,23.272878,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2013,PC,Percentage,0,Units,23.146569,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2014,PC,Percentage,0,Units,23.269664000000002,0
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2015,PC,Percentage,0,Units,23.541476,0
VALADDAC_T1E,Value added in Information and communication,ESP,Spain,2011,PC,Percentage,0,Units,4.3435298,0
VALADDAC_T1E,Value added in Information and communication,ESP,Spain,2012,PC,Percentage,0,Units,4.3996453,0
VALADDAC_T1E,Value added in Information and communication,ESP,Spain,2013,PC,Percentage,0,Units,4.4126009,0
VALADDAC_T1E,Value added in Information and communication,ESP,Spain,2014,PC,Percentage,0,Units,4.3495294,0
VALADDAC_T1E,Value added in Information and communication,ESP,Spain,2015,PC,Percentage,0,Units,4.280259200000001,0
VALADDAC_T1F,Value added in financial and insurance activities,ESP,Spain,2011,PC,Percentage,0,Units,4.1573902,0
VALADDAC_T1F,Value added in financial and insurance activities,ESP,Spain,2012,PC,Percentage,0,Units,4.1793066,0
VALADDAC_T1F,Value added in financial and insurance activities,ESP,Spain,2013,PC,Percentage,0,Units,3.7604102999999998,0
VALADDAC_T1F,Value added in financial and insurance activities,ESP,Spain,2014,PC,Percentage,0,Units,4.0065857000000005,0
VALADDAC_T1F,Value added in financial and insurance activities,ESP,Spain,2015,PC,Percentage,0,Units,3.9734269,0
VALADDAC_T1G,Value added in real estate activities,ESP,Spain,2011,PC,Percentage,0,Units,10.859231,0
VALADDAC_T1G,Value added in real estate activities,ESP,Spain,2012,PC,Percentage,0,Units,11.60038,0
VALADDAC_T1G,Value added in real estate activities,ESP,Spain,2013,PC,Percentage,0,Units,12.10208,0
VALADDAC_T1G,Value added in real estate activities,ESP,Spain,2014,PC,Percentage,0,Units,11.925101,0
VALADDAC_T1G,Value added in real estate activities,ESP,Spain,2015,PC,Percentage,0,Units,11.289796,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,ESP,Spain,2011,GRWH,Growth rate,0,Units,4.4351166,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,ESP,Spain,2012,GRWH,Growth rate,0,Units,-9.6765632,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,ESP,Spain,2013,GRWH,Growth rate,0,Units,13.559464000000002,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,ESP,Spain,2014,GRWH,Growth rate,0,Units,-1.1977376,0
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,ESP,Spain,2015,GRWH,Growth rate,0,Units,3.5843903,0
EVOVA_T1B,Real value added in industry; including energy,ESP,Spain,2011,GRWH,Growth rate,0,Units,-0.21591029,0
EVOVA_T1B,Real value added in industry; including energy,ESP,Spain,2012,GRWH,Growth rate,0,Units,-4.8640713,0
EVOVA_T1B,Real value added in industry; including energy,ESP,Spain,2013,GRWH,Growth rate,0,Units,-3.9315572,0
EVOVA_T1B,Real value added in industry; including energy,ESP,Spain,2014,GRWH,Growth rate,0,Units,1.9765574000000001,0
EVOVA_T1B,Real value added in industry; including energy,ESP,Spain,2015,GRWH,Growth rate,0,Units,2.8605588,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2011,GRWH,Growth rate,0,Units,-0.13974639,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2012,GRWH,Growth rate,0,Units,-1.8511936000000002,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2013,GRWH,Growth rate,0,Units,-1.6724662000000001,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2014,GRWH,Growth rate,0,Units,1.7065085,0
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,ESP,Spain,2015,GRWH,Growth rate,0,Units,5.2078319,0
EVOVA_T1E,Real value added in Information and communication,ESP,Spain,2011,GRWH,Growth rate,0,Units,-0.16578402,0
EVOVA_T1E,Real value added in Information and communication,ESP,Spain,2012,GRWH,Growth rate,0,Units,1.5637253,0
EVOVA_T1E,Real value added in Information and communication,ESP,Spain,2013,GRWH,Growth rate,0,Units,3.2904896,0
EVOVA_T1E,Real value added in Information and communication,ESP,Spain,2014,GRWH,Growth rate,0,Units,7.409035899999999,0
EVOVA_T1E,Real value added in Information and communication,ESP,Spain,2015,GRWH,Growth rate,0,Units,6.0116672,0
EVOVA_T1F,Real value added in financial and insurance activities,ESP,Spain,2011,GRWH,Growth rate,0,Units,-2.3761835,0
EVOVA_T1F,Real value added in financial and insurance activities,ESP,Spain,2012,GRWH,Growth rate,0,Units,-5.809941200000001,0
EVOVA_T1F,Real value added in financial and insurance activities,ESP,Spain,2013,GRWH,Growth rate,0,Units,-7.089108900000001,0
EVOVA_T1F,Real value added in financial and insurance activities,ESP,Spain,2014,GRWH,Growth rate,0,Units,-3.5299446000000003,0
EVOVA_T1F,Real value added in financial and insurance activities,ESP,Spain,2015,GRWH,Growth rate,0,Units,-5.4182431,0
EVOVA_T1G,Real value added in real estate activities,ESP,Spain,2011,GRWH,Growth rate,0,Units,2.8401118999999997,0
EVOVA_T1G,Real value added in real estate activities,ESP,Spain,2012,GRWH,Growth rate,0,Units,2.3620371,0
EVOVA_T1G,Real value added in real estate activities,ESP,Spain,2013,GRWH,Growth rate,0,Units,1.3253422,0
EVOVA_T1G,Real value added in real estate activities,ESP,Spain,2014,GRWH,Growth rate,0,Units,0.54857911,0
EVOVA_T1G,Real value added in real estate activities,ESP,Spain,2015,GRWH,Growth rate,0,Units,0.23567836,0
SME_T1C,Number of employees in manufacturing in enterprises with 20-49 persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,16.343598,0
SME_T1D,Number of employees in manufacturing in enterprises with 50-249 persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,23.664254,0
SME_T1E,Number of employees in manufacturing in enterprises with 250 or more persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,28.855061,0
SME_T1F,Number of enterprises in manufacturing with less than 10 persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,83.397473,0
SME_T1G,Number of enterprises in manufacturing with 10-19 persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,8.1827432,0
SME_T1J,Number of enterprises in manufacturing with 250 or more persons engaged,ESP,Spain,2012,PC,Percentage,0,Units,0.42860635,0
NATINCCAP_T1,Gross national income per capita,ESP,Spain,2011,USD,US Dollar,0,Units,31516.625,0
NATINCCAP_T1,Gross national income per capita,ESP,Spain,2012,USD,US Dollar,0,Units,31767.43,0
NATINCCAP_T1,Gross national income per capita,ESP,Spain,2013,USD,US Dollar,0,Units,32453.232000000004,0
NATINCCAP_T1,Gross national income per capita,ESP,Spain,2014,USD,US Dollar,0,Units,33616.955,0
NATINCCAP_T1,Gross national income per capita,ESP,Spain,2015,USD,US Dollar,0,Units,34959.397000000004,0
HOUSINC_T1,Real household disposable income,ESP,Spain,2011,GRWH,Growth rate,0,Units,-1.2969225,0
HOUSINC_T1,Real household disposable income,ESP,Spain,2012,GRWH,Growth rate,0,Units,-5.5931377,0
HOUSINC_T1,Real household disposable income,ESP,Spain,2013,GRWH,Growth rate,0,Units,-1.6081368999999999,0
HOUSINC_T1,Real household disposable income,ESP,Spain,2014,GRWH,Growth rate,0,Units,1.0155865,0
HOUSINC_T1,Real household disposable income,ESP,Spain,2015,GRWH,Growth rate,0,Units,2.4291459,0
HOUSSAVE_T1,Household net saving rates,ESP,Spain,2011,PC,Percentage,0,Units,4.648292700000001,0
HOUSSAVE_T1,Household net saving rates,ESP,Spain,2012,PC,Percentage,0,Units,2.3474351,0
HOUSSAVE_T1,Household net saving rates,ESP,Spain,2013,PC,Percentage,0,Units,3.8377677,0
HOUSSAVE_T1,Household net saving rates,ESP,Spain,2014,PC,Percentage,0,Units,3.4886044000000003,0
HOUSSAVE_T1,Household net saving rates,ESP,Spain,2015,PC,Percentage,0,Units,2.8675252999999996,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),ESP,Spain,2011,0_TO_1,0-1 scale,0,Units,0.341,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),ESP,Spain,2012,0_TO_1,0-1 scale,0,Units,0.33399999999999996,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),ESP,Spain,2013,0_TO_1,0-1 scale,0,Units,0.345,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),ESP,Spain,2014,0_TO_1,0-1 scale,0,Units,0.344,0
INCINEQUAL_T1A,Income inequality: Gini (at disposable income; post taxes and transfers),ESP,Spain,2015,0_TO_1,0-1 scale,0,Units,0.345,0
INCINEQUAL_T1B,Income inequality: Palma (S90/S40 disposable income decile share),ESP,Spain,2012,S90S40,S90/S40 decile share,0,Units,1.29,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,ESP,Spain,2011,S80S20,S80/S20 quintile share,0,Units,6.3,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,ESP,Spain,2012,S80S20,S80/S20 quintile share,0,Units,6.1,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,ESP,Spain,2013,S80S20,S80/S20 quintile share,0,Units,6.6,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,ESP,Spain,2014,S80S20,S80/S20 quintile share,0,Units,6.6,0
INCINEQUAL_T1D,Income inequality: S80/S20 disposable income quintile share,ESP,Spain,2015,S80S20,S80/S20 quintile share,0,Units,6.5,0
INCINEQUAL_T1E,Income inequality: P90/P10 disposable income decile ratio,ESP,Spain,2011,P90P10,Interdecile ratio P90/P10,0,Units,5.1,0
